row_id,county_code,year,state,population,renter_occupied_households,pct_renter_occupied,median_gross_rent,median_household_income,median_property_value,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k
22,3763c2b,a,a972798,28867.0,2791.0,22.839,677.0,51169.0,129748.0,25.08,0.9604887449425392,0.004883413546427743,0.017213023781416797,0.0024215273783939222,0.010987680479462423,0.0,0.0039047128976601995,0.00010089697409974676,5.805,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.472,0.053,0.173,0.08,0.311,0.264,0.1,0.07,0.245,0.262,13.373032269158635,,12.49,281,9470.0,1579.0,0.502,0.248,0.166,0.12812812812812813,0.4494494494494495,0.25925925925925924,0.16316316316316318,11.249301286,10.34097261
23,46eba8f,a,dc52510,30096.0,3537.0,31.895,624.0,38955.0,92027.0,29.559,0.7107474260198742,0.2047323359679461,0.060758888080453696,0.0022824451066968334,0.0009967009199549491,0.0,0.016515334243653507,0.003966869661420697,16.768,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.389,0.072,0.275,0.088,0.324,0.243,0.124,0.09,,0.295,12.758713860809454,9.5,23.86,340,4289.0,2749.0,0.476,0.247,0.141,0.17964071856287425,0.4231536926147704,0.2654690618762475,0.1317365269461078,14.014215859,11.056779419000001
24,9be4ca1,a,f1f4f42,34112.0,2775.0,20.175,583.0,45064.0,106573.0,26.859,0.9295135984844668,0.03948044619554812,0.016545914408649824,0.001995183345257409,0.0016021926863430708,0.0004030673424762442,0.009754229687925109,0.0007053678493334274,11.227,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.433,0.063,0.238,0.055,0.359,0.27,0.102,0.09,0.089,0.347,13.445816154597726,6.6,19.36,308,4229.0,4830.0,0.49,0.198,0.169,0.17817817817817816,0.4614614614614615,0.21421421421421422,0.14614614614614613,10.914576432,9.9680548982
25,23900d9,b,3c7c507,41161.0,4246.0,23.959,615.0,47860.0,132520.0,24.092,0.874559344884406,0.002866130723523243,0.025435661856493735,0.073930194237779,0.004593798372197534,0.0001997303640085884,0.01821540919758326,0.0001997303640085884,7.757,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.515,0.059,0.146,0.063,0.316,0.207,0.099,0.069,0.272,0.276,11.151682296113565,,19.87,241,2110.0,1539.0,0.502,0.222,0.194,0.09709709709709709,0.45145145145145144,0.2962962962962962,0.15515515515515513,10.187493226,10.476500126
26,60a86e1,a,930f257,13501.0,1347.0,28.191,582.0,41095.0,62396.0,21.803,0.37776659453474914,0.05679633636958381,0.5465049569724725,0.0024960998439937598,0.008041870061899251,0.00030194756177343864,0.008092194655528157,0.0,13.893,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.367,0.045,0.331,0.143,0.307,,0.101,0.1,,0.266,9.40640854113632,,14.52,256,4599.0,2270.0,0.432,0.241,0.143,0.27672327672327673,0.3716283716283716,0.24275724275724272,0.10889110889110888,14.223894637999999,9.1063029163
27,e7fac19,b,dc52510,6822.0,802.0,30.413,461.0,38596.0,71701.0,23.066,0.6923492079356354,0.29168957073609514,0.011693568537304482,0.0,0.0,0.0,0.004267652790964969,0.0,15.3,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.414,0.105,0.27,0.087,0.346,0.224,0.123,0.109,,0.313,12.687646581274672,,47.11,310,7239.0,,0.502,0.24,0.145,0.2287712287712288,0.41658341658341663,0.2067932067932068,0.14785214785214787,11.483967189000001,9.3959731544
28,1d1113f,b,f1f4f42,10139.0,956.0,20.535,577.0,37636.0,73022.0,26.236,0.9787377964441841,0.004714838110430191,0.004997526476794314,0.0,0.0,0.0,0.011549838968591302,0.0,14.757,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.457,0.062,0.247,0.063,0.327,0.31,0.133,0.08,,0.339,13.22008786715876,,23.49,354,10339.0,3429.0,0.499,0.205,0.193,0.18731117824773416,0.4773413897280967,0.23061430010070497,0.10473313192346426,8.9641434263,11.055776892
29,578a315,a,c47295b,5105.0,506.0,19.378,632.0,42613.0,156862.0,19.671,0.9030390160137375,0.0057106345593227106,0.05532926001357773,0.004852042650053912,0.008126672257497703,0.005880356215806078,0.017062018290004394,0.0,14.525,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.553,0.089,0.208,0.127,0.277,,0.089,0.08,,0.232,9.116544010676188,,,230,2539.0,1690.0,0.483,0.256,0.185,0.08717434869739478,0.3476953907815631,0.3697394789579158,0.19539078156312625,10.815141198,4.8067294212
30,732d4c9,b,92a2585,2002.0,257.0,34.985,454.0,42500.0,71382.0,17.735,0.8894144948232774,0.000991709310167004,0.09835772938236344,0.000495854655083502,0.0,0.0,0.010740211829108651,0.0,3.357,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.673,0.023,0.196,0.108,0.301,0.124,0.1,,0.131,0.334,13.2217222629703,,,245,1020.0,979.0,0.495,0.226,0.221,0.06673306772908368,0.32669322709163345,0.4123505976095617,0.1942231075697211,7.2576464489,18.66251944
31,95b6b4b,a,f1f4f42,16421.0,2104.0,29.499,546.0,37848.0,95755.0,27.775,0.9672864910330738,0.005377151611643486,0.010824396447274875,0.0,0.0026234892406901177,0.0010914516306687893,0.012797020036648742,0.0,14.261,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.427,0.084,0.216,0.045,0.355,0.236,0.118,0.111,,0.346,13.427857015033027,9.9,26.87,362,4109.0,1480.0,0.503,0.206,0.189,0.13353413654618473,0.4959839357429719,0.22891566265060243,0.14156626506024095,11.609883597,13.251071330999999
32,c176dd1,b,6f7cad6,1091549.0,131965.0,35.666,1426.0,80184.0,441252.0,32.378,0.46007119012186787,0.08667497888428588,0.24846156940031372,0.0028053734464867476,0.15043438040461732,0.0046957326147287134,0.043528536379358884,0.003328238748340908,7.835,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.485,0.062,0.166,0.067,0.239,0.116,0.076,0.069,0.184,0.166,8.332330194643816,8.01,8.09,201,1299.0,1120.0,0.515,0.242,0.133,0.1106679960119641,0.18644067796610167,0.30508474576271183,0.39780658025922233,11.115620061,6.598197206900001
33,d05c755,b,37520b7,23205.0,1962.0,21.043,576.0,38998.0,90394.0,30.86,0.9521162502643423,0.007864817779926083,0.01576991631672759,0.006595973938350301,0.0028196529812795183,0.0001007018921885542,0.014732686827185482,0.0,15.598,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.44,0.086,0.181,0.055,0.342,0.21,0.115,0.06,0.15,0.283,11.560663478386575,,10.42,292,7910.0,2609.0,0.496,0.241,0.177,0.1195219123505976,0.44721115537848605,0.301792828685259,0.13147410358565736,10.729983625,10.686891321000001
34,b09a18f,a,f02e4c4,14147.0,1255.0,23.002,538.0,47539.0,84914.0,23.762,0.9218336061913975,0.003383439996031156,0.0601974500173637,0.0021828645135684873,0.004028377238676391,0.0,0.00827504092870963,9.922111425311306e-05,9.412,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.531,0.044,0.11,0.061,0.284,0.173,0.09,0.06,,0.259,12.602875873647083,,16.52,221,2829.0,2849.0,0.506,0.215,0.223,0.09850746268656718,0.4000000000000001,0.3323383084577115,0.16915422885572143,9.5612450866,12.81915082
35,00b0dcf,b,92a2585,8269.0,1000.0,25.225,468.0,42749.0,72355.0,20.88,0.9266865419092318,0.00040287653848478127,0.017827286827951573,0.01954958402997401,0.002608625586688959,0.0,0.03292508510766875,0.0,13.414,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.525,0.036,0.191,0.071,0.325,0.183,0.119,0.06,0.208,0.343,8.30672164192935,,20.68,262,2810.0,2079.0,0.511,0.211,0.23,0.083,0.398,0.313,0.206,14.354066986,13.617960986
36,7ce2067,a,a8981de,9266.0,944.0,30.256,568.0,23259.0,54118.0,38.709,0.13583691626369046,0.8422881768263015,0.010823263064870072,0.001578806263591139,0.009174949607284355,0.0,0.00029788797426247906,0.0,35.082,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.345,0.126,0.252,0.066,0.42,0.175,0.16,0.161,,0.371,11.583685837028716,19.5,36.43,467,4619.0,3109.0,0.528,0.222,0.138,0.2199004975124378,0.29850746268656714,0.32736318407960197,0.15422885572139303,14.054584082,10.786076155999998
37,450e0ab,a,0df5b61,42398.0,5731.0,29.31,778.0,41712.0,105853.0,29.979,0.7767320340556026,0.02567284025339951,0.14160916757454708,0.017824718557075417,0.014546261550256226,0.0024210144050357102,0.021093088003873627,0.00010087560020982126,12.483,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.375,0.087,0.274,0.172,0.29,0.261,0.103,0.099,0.138,0.285,12.309605717554822,6.1,34.65,338,4689.0,2380.0,0.494,0.187,0.271,0.14955134596211364,0.35593220338983045,0.36291126620139574,0.13160518444666,8.6290106874,15.885752829000001
38,6a892bf,a,2af7250,15073.0,1411.0,23.78,621.0,49681.0,99939.0,25.874,0.9717990797700432,0.003292288795143119,0.012081793743644471,0.0011074977598340766,0.0021243820665908194,0.0,0.009292913021153208,0.0003020448435911118,9.69,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.495,0.043,0.172,0.044,0.313,,0.102,0.069,,0.286,12.987287765354957,,20.32,278,7430.0,2980.0,0.518,0.249,0.184,0.15522388059701495,0.37014925373134333,0.3174129353233831,0.15721393034825873,12.469831054,11.933494234000001
39,5d4cde1,b,be99678,9770.0,1139.0,27.329,761.0,48383.0,220507.0,31.04,0.9698581560283688,0.00010074145712443584,0.013720986460348162,0.00020148291424887168,0.001621937459703417,0.0,0.014496695680206317,0.0,9.517,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.462,0.075,0.219,0.138,0.259,0.179,0.088,0.05,0.167,0.241,9.479962937447823,,16.57,169,1370.0,639.0,0.487,0.183,0.191,0.06493506493506494,0.28471528471528473,0.3516483516483517,0.29870129870129875,9.797349559099999,6.0846697262000005
40,01e2453,a,f2c60ec,14568.0,1480.0,24.48,496.0,35469.0,87197.0,26.833,0.9615846702137325,0.013922402043433047,0.01242819210693697,0.0004038405233773183,0.0004038405233773183,0.0,0.009843612757322132,0.001413441831820614,16.189,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.427,0.061,0.245,0.067,0.349,0.29,0.123,0.091,0.077,0.348,13.122969853958727,,40.74,388,3619.0,1610.0,0.512,0.241,0.158,0.2176529588766299,0.38615847542627885,0.26680040120361087,0.12938816449348045,13.396997698,10.648895606
41,fa5fdcb,b,930f257,1912.0,165.0,9.819,480.0,41813.0,70342.0,18.184,0.48722598485152085,0.0015929948302809281,0.5106800785476696,0.0005009417705285938,0.0,0.0,0.0,0.0,4.756,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.456,0.043,0.401,0.218,0.289,,0.118,,0.183,0.298,9.476334495483664,,,203,,1960.0,0.496,0.206,0.223,0.20845921450151056,0.28700906344410876,0.2537764350453172,0.25075528700906347,13.252054068,8.4813146038
